Historical Faction,Internal Faction,Unit Type,Dictionary,Unit Name,Category,Era 0 (1860),Era 1 (1870),Era 2 (1880)
Meiji,saxons,Japan Saigo Takamori 1860,Japan_Saigo_Takamori_1860,Saigo Takamori (1860s),cavalry,Yes,No,No
Meiji,saxons,Japan Sakamoto Ryoma,Japan_Sakamoto_Ryoma,"Sakamoto Ryoma - custom battles only (Smith & Wesson No.2 revolver, Saber)",cavalry,Yes,No,No
Meiji,saxons,Japan Shinsenryodan,Japan_Shinsenryodan,"Japanese Shinsenryodan (Dreyse M-1842 breech-loading rifle, Katana)",infantry,No,Yes,No
Meiji,saxons,Japan Shogitai,Japan_Shogitai,Japanese Shogitai,infantry,Yes,Yes,No
Meiji,saxons,Japan Shizoku,Japan_Shizoku,"Japanese Shizoku (Snider-Enfield Mk.I breech-loading rifle, Katana)",infantry,No,Yes,Yes
Meiji,saxons,Japan Suzakutai 1870,Japan_Suzakutai_1870,Japanese Suzakutai (1870s),infantry,No,Yes,Yes
Meiji,saxons,Japan Takeda Ayasaburo,Japan_Takeda_Ayasaburo,"Takeda Ayasaburo - custom battles only (Smith & Wesson No.2 revolver, Saber)",cavalry,Yes,Yes,Yes
Meiji,saxons,Japan Teppotai Merc,Japan_Teppotai_Merc,"Japanese Teppotai / Japanese Auxiliaries (Smoothbore ""Geberu"" musket, Katana)",infantry,Yes,No,No
Meiji,saxons,Japan Tokugawa Yoshinobu,Japan_Tokugawa_Yoshinobu,"Tokugawa Yoshinobu - custom battles only (Smith & Wesson No.2 revolver, Saber)",cavalry,Yes,No,No
Meiji,saxons,Japan Tondenhei 1870,Japan_Tondenhei_1870,Tondenhei (1870),infantry,No,Yes,No
Meiji,saxons,Japan Tondenhei 1880,Japan_Tondenhei_1880,Tondenhei (1880),infantry,No,No,Yes
Meiji,saxons,Japan Yukantai,Japan_Yukantai,"Japanese Yukantai / Japanese Fukuoka Yukantai (Pattern 1853 Enfield rifled musket, Katana)",infantry,Yes,No,No
Brazil,poland,merc_uru_inf,merc_uru_inf,"Uruguayan Infantry (Rifle-Musktet, Pattern 1853 Enfield)",infantry,Yes,Yes,No
Argentina,aztecs,merc_uru_inf,merc_uru_inf,"Uruguayan Infantry (Rifle-Musktet, Pattern 1853 Enfield)",infantry,Yes,Yes,No
Britain,england,volunteers_te,volunteers_te,"Boer Auxililaries (Rifle, Martini-Henry Mk II)",infantry,No,Yes,Yes
Spain,spain,german_asia,german_asia,"Filipino Rebels (Rifle-Musket, Fusil Modelo 1846 trans. 1857)",infantry,Yes,Yes,Yes
Union,portugala,german_asia,german_asia,"Filipino Rebels (Rifle-Musket, Fusil Modelo 1846 trans. 1857)",infantry,Yes,Yes,Yes
Qing,byzantium,mongol_hevcav,mongol_hevcav,Mongolian Tribal Cavalry,cavalry,Yes,Yes,Yes
Russia,russia,mongol_hevcav,mongol_hevcav,Mongolian Tribal Cavalry,cavalry,Yes,Yes,Yes
Britain,england,merc_port_lancer,merc_port_lancer,Portuguese Lanceiros,cavalry,Yes,Yes,Yes
Spain,spain,merc_port_lancer,merc_port_lancer,Portuguese Lanceiros,cavalry,Yes,Yes,Yes
Britain,england,merc_bhutan_warrior,merc_bhutan_warrior,Hardy Himalayan warriors renowned for mountain warfare and fierce determination.,infantry,Yes,Yes,Yes
Indian Princely States,bulga,merc_bhutan_warrior,merc_bhutan_warrior,Hardy Himalayan warriors renowned for mountain warfare and fierce determination.,infantry,Yes,Yes,Yes
Britain,england,merc_papa_bows,merc_papa_bows,Papua New Guinea Natives,infantry,No,No,Yes
Prussia,hre,merc_papa_bows,merc_papa_bows,Papua New Guinea Natives,infantry,No,No,Yes
Russia,russia,merc_mongol_bows,merc_mongol_bows,merc_mongol_bows,infantry,Yes,Yes,Yes
Qing,byzantium,merc_mongol_bows,merc_mongol_bows,merc_mongol_bows,infantry,Yes,Yes,Yes
Russia,russia,merc_pol_hussars,merc_pol_hussars,Polish Hussars,cavalry,Yes,Yes,Yes
Prussia,hre,merc_pol_hussars,merc_pol_hussars,Polish Hussars,cavalry,Yes,Yes,Yes
Aus-Hun,hungary,merc_pol_hussars,merc_pol_hussars,Polish Hussars,cavalry,Yes,Yes,Yes
Union,portugala,merc_us_farmer_cav,merc_us_farmer_cav,"Settler Cavalry (Carbine, Burnside)",cavalry,Yes,Yes,Yes
Confederates,milan,merc_us_farmer_cav,merc_us_farmer_cav,"Settler Cavalry (Carbine, Burnside)",cavalry,Yes,Yes,Yes
Meiji,saxons,korean_rifles_mercs,korean_rifles_mercs,"Korean Imperial Army (Rifle, Snider–Enfield)",infantry,No,No,Yes
Qing,byzantium,korean_archers,korean_archers,Korean Archers,infantry,Yes,Yes,Yes
Meiji,saxons,korean_archers,korean_archers,Korean Archers,infantry,No,No,Yes
Meiji,saxons,korean_cav_mercs,korean_cav_mercs,"Korean Cavalry (Carbine, Snider–Enfield)",cavalry,No,No,Yes
Qing,byzantium,merc_tib_temple_guard,merc_tib_temple_guard,Taiping Cavalry,cavalry,Yes,No,No
Qing,byzantium,merc_tib_noble_cav,merc_tib_noble_cav,Tibetan Noble Horse-Archers,cavalry,Yes,Yes,Yes
Turkestan,cuman,merc_tib_noble_cav,merc_tib_noble_cav,Tibetan Noble Horse-Archers,cavalry,Yes,Yes,Yes
Qing,byzantium,taipingguners,taipingguners,"Taiping Arquebusiers (""Bird"" Arquebus)",infantry,Yes,No,No
Qing,byzantium,taiping_inf,taiping_inf,Taiping Heavenly Warriors,infantry,Yes,No,No
Qing,byzantium,taiping_light,taiping_light,Taiping Skirmishers,infantry,Yes,No,No
Qing,byzantium,taiping_w,taiping_w,Taiping Female Warriors,infantry,Yes,No,No
Siam,cru,merc_aceh_marines,merc_aceh_marines,"Aceh Marines (Rifle, Snider–Enfield)",infantry,No,Yes,Yes
Britain,england,merc_aceh_marines,merc_aceh_marines,"Aceh Marines (Rifle, Snider–Enfield)",infantry,No,Yes,Yes
Netherlands,portugal,merc_aceh_marines,merc_aceh_marines,"Aceh Marines (Rifle, Snider–Enfield)",infantry,No,Yes,Yes
Siam,cru,merc_aceh_noble,merc_aceh_noble,"Aceh Nobles (Rifle-Musket, Pattern 1851 Minie)",infantry,Yes,Yes,Yes
Britain,england,merc_aceh_noble,merc_aceh_noble,"Aceh Nobles (Rifle-Musket, Pattern 1851 Minie)",infantry,Yes,Yes,Yes
Netherlands,portugal,merc_aceh_noble,merc_aceh_noble,"Aceh Nobles (Rifle-Musket, Pattern 1851 Minie)",infantry,Yes,Yes,Yes
Siam,cru,merc_aceh_reg,merc_aceh_reg,Malay Militia (African Trade Musket),infantry,Yes,Yes,Yes
Britain,england,merc_aceh_reg,merc_aceh_reg,Malay Militia (African Trade Musket),infantry,Yes,Yes,Yes
Netherlands,portugal,merc_aceh_reg,merc_aceh_reg,Malay Militia (African Trade Musket),infantry,Yes,Yes,Yes
Siam,cru,merc_aceh_gold,merc_aceh_gold,Golden Warriors,infantry,Yes,Yes,Yes
Britain,england,merc_aceh_gold,merc_aceh_gold,Golden Warriors,infantry,Yes,Yes,Yes
Netherlands,portugal,merc_aceh_gold,merc_aceh_gold,Golden Warriors,infantry,Yes,Yes,Yes
Siam,cru,merc_aceh_warband,merc_aceh_warband,Malay Warband / Aceh Warband,infantry,Yes,Yes,Yes
Britain,england,merc_aceh_warband,merc_aceh_warband,Malay Warband / Aceh Warband,infantry,Yes,Yes,Yes
Netherlands,portugal,merc_aceh_warband,merc_aceh_warband,Malay Warband / Aceh Warband,infantry,Yes,Yes,Yes
Siam,cru,merc_aceh_inf,merc_aceh_inf,Aceh Greek Fire Squad,infantry,No,Yes,Yes
Qing,byzantium,tib_militia,tib_militia,Tibetan Militia,infantry,Yes,Yes,Yes
Turkestan,cuman,tib_militia,tib_militia,Tibetan Militia,infantry,Yes,Yes,Yes
Qing,byzantium,merc_tib_inf,merc_tib_inf,"Tibetan Arquebusiers (""Bird"" Arquebus)",infantry,Yes,Yes,Yes
Turkestan,cuman,merc_tib_inf,merc_tib_inf,"Tibetan Arquebusiers (""Bird"" Arquebus)",infantry,Yes,Yes,Yes
Qing,byzantium,tib_horse_archer,tib_horse_archer,Kangba Horse Archers,cavalry,Yes,Yes,Yes
Turkestan,cuman,tib_horse_archer,tib_horse_archer,Kangba Horse Archers,cavalry,Yes,Yes,Yes
Qing,byzantium,tib_roy_inf,tib_roy_inf,Tibetan Noble Infantry (Gingal),infantry,Yes,Yes,Yes
Turkestan,cuman,tib_roy_inf,tib_roy_inf,Tibetan Noble Infantry (Gingal),infantry,Yes,Yes,Yes
Ottoman,turks,mahdist_inf,mahdist_inf,Mahdist Warriors,infantry,Yes,Yes,Yes
Oman,golden,mahdist_inf,mahdist_inf,Mahdist Warriors,infantry,Yes,Yes,Yes
Tokugawa,papal_states,mahdist_inf,mahdist_inf,Mahdist Warriors,infantry,Yes,Yes,Yes
Britain,england,merc_burmese_inf,merc_burmese_inf,"Burmese Irregulars (Rifle-Musket, Fusil Minie)",infantry,Yes,Yes,Yes
Britain,england,merc_indian_fanatic,merc_indian_fanatic,Akali Warriors,infantry,Yes,No,No
Union,portugala,merc_ap_front_cav,merc_ap_front_cav,"Indian Scout Cavalry (Carbine, Spencer M1860)",cavalry,Yes,Yes,Yes
Confederates,milan,merc_ap_front_cav,merc_ap_front_cav,"Indian Scout Cavalry (Carbine, Spencer M1860)",cavalry,Yes,Yes,Yes
Britain,england,merc_maori_spearmen,merc_maori_spearmen,Maori Warriors,infantry,Yes,Yes,Yes
Britain,england,merc_maori_musketeers,merc_maori_musketeers,"Maori Musketeers (Musket, Brown Bess Percussion)",infantry,Yes,Yes,Yes
Qing,byzantium,tib_tribal_archer,tib_tribal_archer,Traditional bowmen skilled in mountain skirmishing and accurate archery.,infantry,Yes,Yes,Yes
Turkestan,cuman,tib_tribal_archer,tib_tribal_archer,Traditional bowmen skilled in mountain skirmishing and accurate archery.,infantry,Yes,Yes,Yes
Qing,byzantium,tib_temple_guard,tib_temple_guard,"Veteran irregulars renowned for ambushes, jungle warfare, and relentless determination.",infantry,Yes,Yes,Yes
Qing,byzantium,tib_heavy_spear,tib_heavy_spear,Tibetan Heavy Spearmen,infantry,Yes,Yes,Yes
Turkestan,cuman,tib_heavy_spear,tib_heavy_spear,Tibetan Heavy Spearmen,infantry,Yes,Yes,Yes
Spain,spain,merc_island_jihadist,merc_island_jihadist,Sandatahanes,infantry,Yes,Yes,Yes
Union,portugala,merc_island_jihadist,merc_island_jihadist,Sandatahanes,infantry,Yes,Yes,Yes
Qing,byzantium,merc_kok_royal_cav,merc_kok_royal_cav,Tartar cavalry,cavalry,Yes,Yes,Yes
Qajar,egypt,merc_kok_royal_cav,merc_kok_royal_cav,Tartar cavalry,cavalry,Yes,Yes,Yes
Afganistan,timurids,merc_kok_royal_cav,merc_kok_royal_cav,Tartar cavalry,cavalry,Yes,Yes,Yes
Russia,russia,merc_kok_royal_cav,merc_kok_royal_cav,Tartar cavalry,cavalry,Yes,Yes,Yes
Qing,byzantium,merc_kashgar_inf,merc_kashgar_inf,"Kashgar Musketeers (Musket, M-1844 Mod. Percussion)",infantry,Yes,Yes,Yes
Turkestan,cuman,merc_kashgar_inf,merc_kashgar_inf,"Kashgar Musketeers (Musket, M-1844 Mod. Percussion)",infantry,Yes,Yes,Yes
Ottoman,turks,fra_blacks_az,fra_blacks_az,"Dervishes (Rifle, No. 1 Remington .43 Egyptian)",infantry,No,No,Yes
Oman,golden,fra_blacks_az,fra_blacks_az,"Dervishes (Rifle, No. 1 Remington .43 Egyptian)",infantry,No,No,Yes
Tokugawa,papal_states,fra_blacks_az,fra_blacks_az,"Dervishes (Rifle, No. 1 Remington .43 Egyptian)",infantry,No,No,Yes
Tokugawa,papal_states,fra_blacks_ab,fra_blacks_ab,"Ethiopian Regulars (Rifle, Fusil Modèle 1874 Gras)",infantry,No,Yes,Yes
Tokugawa,papal_states,merc_viet_early_inf,merc_viet_early_inf,unused,infantry,Yes,Yes,Yes
Tokugawa,papal_states,ethiopian_warband,ethiopian_warband,Ethiopian Warband,infantry,No,Yes,Yes
Britain,england,merc_arab_sailors,merc_arab_sailors,"Khedival Infantry (Rifle, No. 1 Remington .43 Egyptian)",infantry,No,Yes,Yes
Ottoman,turks,merc_arab_sailors,merc_arab_sailors,"Khedival Infantry (Rifle, No. 1 Remington .43 Egyptian)",infantry,No,Yes,Yes
Morocco,moors,merc_arab_sailors,merc_arab_sailors,"Khedival Infantry (Rifle, No. 1 Remington .43 Egyptian)",infantry,No,Yes,Yes
Argentina,aztecs,merc_para_foot,merc_para_foot,"Paraguayian Infantry (Musket, Brown Bess Percussion)",infantry,Yes,Yes,Yes
Brazil,poland,merc_para_foot,merc_para_foot,"Paraguayian Infantry (Musket, Brown Bess Percussion)",infantry,Yes,Yes,Yes
Russia,russia,merc_kaz_inf,merc_kaz_inf,Steppe marksmen armed with arquebuses and skilled in mobile skirmishing.,infantry,Yes,Yes,Yes
Qajar,egypt,merc_kaz_inf,merc_kaz_inf,Steppe marksmen armed with arquebuses and skilled in mobile skirmishing.,infantry,Yes,Yes,Yes
Turkestan,cuman,merc_kaz_inf,merc_kaz_inf,Steppe marksmen armed with arquebuses and skilled in mobile skirmishing.,infantry,Yes,Yes,Yes
Russia,russia,merc_kaz_cav,merc_kaz_cav,Kazakh Cavalry (harquebus),cavalry,Yes,Yes,Yes
Qajar,egypt,merc_kaz_cav,merc_kaz_cav,Kazakh Cavalry (harquebus),cavalry,Yes,Yes,Yes
Turkestan,cuman,merc_kaz_cav,merc_kaz_cav,Kazakh Cavalry (harquebus),cavalry,Yes,Yes,Yes
Britain,england,merc_fra_blacks,merc_fra_blacks,"Askari (Rifle, Remington M1868)",infantry,No,Yes,Yes
Italy,venice,merc_fra_blacks,merc_fra_blacks,"Askari (Rifle, Remington M1868)",infantry,No,Yes,Yes
Spain,spain,merc_fra_blacks,merc_fra_blacks,"Askari (Rifle, Remington M1868)",infantry,No,Yes,Yes
Russia,russia,merc_polish_inf,merc_polish_inf,"Polish Infantry (Needle Gun, Dreyse M/41)",infantry,Yes,Yes,Yes
Prussia,hre,merc_polish_inf,merc_polish_inf,"Polish Infantry (Needle Gun, Dreyse M/41)",infantry,Yes,Yes,Yes
Aus-Hun,hungary,merc_polish_inf,merc_polish_inf,"Polish Infantry (Needle Gun, Dreyse M/41)",infantry,Yes,Yes,Yes
Ottoman,turks,merc_bulgarian_inf,merc_bulgarian_inf,"Bulgarian Infantry (Rifle-Musket, Lorenz Model 1854)",infantry,Yes,Yes,Yes
Aus-Hun,hungary,merc_bulgarian_inf,merc_bulgarian_inf,"Bulgarian Infantry (Rifle-Musket, Lorenz Model 1854)",infantry,No,No,Yes
Britain,england,merc_port_inf,merc_port_inf,"Portuguese Infantry (Rifle, Snider-Enfield)",infantry,Yes,Yes,Yes
Spain,spain,merc_port_inf,merc_port_inf,"Portuguese Infantry (Rifle, Snider-Enfield)",infantry,Yes,Yes,Yes
Qing,byzantium,mercs_tib_monks,mercs_tib_monks,Warrior monks whose discipline and faith make them resolute defenders of Tibet.,infantry,Yes,Yes,Yes
Ottoman,turks,mahdist_camel_cav,mahdist_camel_cav,Mahdist Camelry (Harquebus),cavalry,Yes,Yes,Yes
Oman,golden,mahdist_camel_cav,mahdist_camel_cav,Mahdist Camelry (Harquebus),cavalry,Yes,Yes,Yes
Tokugawa,papal_states,mahdist_camel_cav,mahdist_camel_cav,Mahdist Camelry (Harquebus),cavalry,Yes,Yes,Yes
Ottoman,turks,mahdist_cav,mahdist_cav,Mahdist Cavalry,cavalry,Yes,Yes,Yes
Oman,golden,mahdist_cav,mahdist_cav,Mahdist Cavalry,cavalry,Yes,Yes,Yes
Tokugawa,papal_states,mahdist_cav,mahdist_cav,Mahdist Cavalry,cavalry,Yes,Yes,Yes
Qing,byzantium,oirat_cav,oirat_cav,Oirat Lancers,cavalry,Yes,Yes,Yes
Russia,russia,oirat_cav,oirat_cav,Oirat Lancers,cavalry,Yes,Yes,Yes
Russia,russia,merc_georgian_inf,merc_georgian_inf,"Georgian Mercenaries (Musket, M-1844 Mod. Percussion)",infantry,Yes,Yes,Yes
Ottoman,turks,merc_georgian_inf,merc_georgian_inf,"Georgian Mercenaries (Musket, M-1844 Mod. Percussion)",infantry,Yes,Yes,Yes
France,france,merc_fra_for_cav,merc_fra_for_cav,"Spahi (Carbine, Tabatière 1867)",cavalry,Yes,Yes,Yes
Britain,england,merc_eng_for_cav,merc_eng_for_cav,"Khedival Cavalry (Carbine, Martini-Henry)",cavalry,No,Yes,Yes
Ottoman,turks,merc_eng_for_cav,merc_eng_for_cav,"Khedival Cavalry (Carbine, Martini-Henry)",cavalry,No,Yes,Yes
Argentina,aztecs,merc_us_farmers,merc_us_farmers,"Filibusters (Rifle-Musket, Lorenz Model 1854)",infantry,Yes,Yes,Yes
Peru,denmark,merc_us_farmers,merc_us_farmers,"Filibusters (Rifle-Musket, Lorenz Model 1854)",infantry,Yes,Yes,Yes
Brazil,poland,merc_us_farmers,merc_us_farmers,"Filibusters (Rifle-Musket, Lorenz Model 1854)",infantry,Yes,Yes,Yes
Mexico,scotland,merc_us_farmers,merc_us_farmers,"Filibusters (Rifle-Musket, Lorenz Model 1854)",infantry,Yes,Yes,Yes
Union,portugala,merc_apache_inf,merc_apache_inf,"Apache Mercenaries (Skirmisher, M1819 Hall)",infantry,Yes,Yes,Yes
Confederates,milan,merc_apache_inf,merc_apache_inf,"Apache Mercenaries (Skirmisher, M1819 Hall)",infantry,Yes,Yes,Yes
Russia,russia,merc_serb_inf,merc_serb_inf,"Serbian Infantry (Rifle-Musket, M-1854 Percussion)",infantry,Yes,Yes,Yes
Ottoman,turks,merc_serb_inf,merc_serb_inf,"Serbian Infantry (Rifle-Musket, M-1854 Percussion)",infantry,Yes,No,No
Spain,spain,euro_hussars,euro_hussars,Lancers,cavalry,Yes,Yes,No
Italy,venice,euro_hussars,euro_hussars,Lancers,cavalry,Yes,Yes,No
Swe-Nor,normans,euro_hussars,euro_hussars,Lancers,cavalry,Yes,Yes,No
Confederates,milan,us_farmer_cav,us_farmer_cav,"Settler Cavalry (Carbine, Maynard M1858)",cavalry,No,Yes,Yes
Boers,teu,us_farmer_cav,us_farmer_cav,"Settler Cavalry (Carbine, Maynard M1858)",cavalry,Yes,Yes,Yes
Boers,teu,us_farmers,us_farmers,"Rural Militia (Rifle, Remington Rolling Block)",infantry,Yes,Yes,No
Confederates,milan,us_farmers,us_farmers,"Rural Militia (Rifle, Remington Rolling Block)",infantry,No,Yes,Yes
Tokugawa,papal_states,aby_cav_1g,aby_cav_1g,African Cavalry,cavalry,Yes,Yes,Yes
Tokugawa,papal_states,aby_cav_2g,aby_cav_2g,"Ethiopian Dragoons (Carbine, Mauser M1871)",cavalry,No,Yes,Yes
Tokugawa,papal_states,aby_crb_3g,aby_crb_3g,"Ethiopian Dragoons (Carbine, Mauser M1871)",cavalry,No,Yes,Yes
Tokugawa,papal_states,aby_grd_2g,aby_grd_2g,"Ethiopian Regulars (Rifle, Fusil Modèle 1874 Gras)",cavalry,No,Yes,Yes
Tokugawa,papal_states,aby_inf_2g,aby_inf_2g,"Ethiopian Rifles (Rifle, Fusil Modèle 1874 Gras)",infantry,No,Yes,Yes
Tokugawa,papal_states,aby_nob_2g,aby_nob_2g,"Ethiopian Regulars (Rifle, Fusil Modèle 1874 Gras)",infantry,No,Yes,Yes
Tokugawa,papal_states,aby_roy_1g,aby_roy_1g,African Cavalry,cavalry,Yes,Yes,Yes
Tokugawa,papal_states,Ethiopia Sudanese Musketeers,Ethiopia_Sudanese_Musketeers,"Sudanese Musketeers (Flintlock musket, Kaskara and shield)",infantry,Yes,Yes,Yes
Tokugawa,papal_states,Ethiopia Sudanese Warriors,Ethiopia_Sudanese_Warriors,Sudanese Warriors (Spear and shield),infantry,Yes,Yes,Yes
Morocco,moors,Ethiopia Sudanese Warriors,Ethiopia_Sudanese_Warriors,Sudanese Warriors (Spear and shield),infantry,Yes,Yes,Yes
Qing,byzantium,Korean Byeolgigun,Korean_Byeolgigun,"Byeolgigun (Snider-Enfield Mk.I, Bayonet)",infantry,No,No,Yes
Meiji,saxons,Korean Byeolgigun,Korean_Byeolgigun,"Byeolgigun (Snider-Enfield Mk.I, Bayonet)",infantry,No,No,Yes
Qing,byzantium,Korean Gimagungsu,Korean_Gimagungsu,"Gimagungsu (Gakgung composite bow, Sword)",cavalry,Yes,Yes,No
Meiji,saxons,Korean Gimagungsu,Korean_Gimagungsu,"Gimagungsu (Gakgung composite bow, Sword)",cavalry,Yes,Yes,No
Qing,byzantium,Korean Musketeers,Korean_Musketeers,"Korean Musketeers / Joseon Musketeers (Smoothbore musket, sword)",infantry,Yes,Yes,No
Meiji,saxons,Korean Musketeers,Korean_Musketeers,"Korean Musketeers / Joseon Musketeers (Smoothbore musket, sword)",infantry,Yes,Yes,No
Qing,byzantium,Korean Pikemen,Korean_Pikemen,Korean Pikemen / Joseon Pikemen,infantry,Yes,Yes,No
Meiji,saxons,Korean Pikemen,Korean_Pikemen,Korean Pikemen / Joseon Pikemen,infantry,Yes,Yes,No
